input_uni,institute_name,course_id,course_title,discipline,specialization,degree,study_level,course_title_short,language,duration,course_fee,currency,rating,course_slug,institute_slug
University of Essex,University of Essex,4508502,Doctor of Philosophy in Computer Science,Computer & IT,Computer Science,PhD,Postgraduate,PhD,,5 year,18750.0,GBP,4,doctor-of-philosophy-in-computer-science-4508502,university-of-essex
University of Essex,University of Essex,4508503,Doctor of Philosophy in Computing & Electronic Systems,Computer & IT,Computing & Electronic Systems,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-computing-electronic-systems-4508503,university-of-essex
University of Essex,University of Essex,4508503,Doctor of Philosophy in Computing & Electronic Systems,Computer & IT,Computing & Electronic Systems,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-computing-electronic-systems-4508503,university-of-essex
University of Essex,University of Essex,4508504,Doctor of Philosophy in Creative Writing,Arts & Humanities,Creative Writing,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-creative-writing-4508504,university-of-essex
University of Essex,University of Essex,4508504,Doctor of Philosophy in Creative Writing,Arts & Humanities,Creative Writing,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-creative-writing-4508504,university-of-essex
University of Essex,University of Essex,4508505,Doctor of Philosophy in Criminology,Law,Criminology,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-criminology-4508505,university-of-essex
University of Essex,University of Essex,4508505,Doctor of Philosophy in Criminology,Law,Criminology,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-criminology-4508505,university-of-essex
University of Essex,University of Essex,4508505,Doctor of Philosophy in Criminology,Law,Criminology,PhD,Postgraduate,PhD,,5 year,18750.0,GBP,4,doctor-of-philosophy-in-criminology-4508505,university-of-essex
University of Essex,University of Essex,4508506,Doctor of Philosophy in Curating,Arts & Humanities,Curating,PhD,Postgraduate,PhD,,3 year,tbc,GBP,4,doctor-of-philosophy-in-curating-4508506,university-of-essex
University of Essex,University of Essex,4508506,Doctor of Philosophy in Curating,Arts & Humanities,Curating,PhD,Postgraduate,PhD,,4 year,tbc,GBP,4,doctor-of-philosophy-in-curating-4508506,university-of-essex
University of Essex,University of Essex,4508507,Doctor of Philosophy in Data Science,Computer & IT,Data Science,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-data-science-4508507,university-of-essex
University of Essex,University of Essex,4508507,Doctor of Philosophy in Data Science,Computer & IT,Data Science,PhD,Postgraduate,PhD,,4 year,19650.0,GBP,4,doctor-of-philosophy-in-data-science-4508507,university-of-essex
University of Essex,University of Essex,4508507,Doctor of Philosophy in Data Science,Computer & IT,Data Science,PhD,Postgraduate,PhD,,5 year,18750.0,GBP,4,doctor-of-philosophy-in-data-science-4508507,university-of-essex
University of Essex,University of Essex,4508508,Doctor of Philosophy in Drama & Performance,Arts & Humanities,Drama & Performance,PhD,Postgraduate,PhD,,3 year,17900.0,GBP,4,doctor-of-philosophy-in-drama-performance-4508508,university-of-essex
University of Essex,University of Essex,4508508,Doctor of Philosophy in Drama & Performance,Arts & Humanities,Drama & Performance,PhD,Postgraduate,PhD,,4 year,17900.0,GBP,4,doctor-of-philosophy-in-drama-performance-4508508,university-of-essex
University of Essex,University of Essex,4508509,Doctor of Philosophy in Drama & Performance (Practice as Research),Arts & Humanities,Drama & Performance,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-drama-performance-practice-as-research-4508509,university-of-essex
University of Essex,University of Essex,4508509,Doctor of Philosophy in Drama & Performance (Practice as Research),Arts & Humanities,Drama & Performance,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-drama-performance-practice-as-research-4508509,university-of-essex
University of Essex,University of Essex,4508510,Doctor of Philosophy in Economics,Social & Behavioural Science,Economics,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-economics-4508510,university-of-essex
University of Essex,University of Essex,4508510,Doctor of Philosophy in Economics,Social & Behavioural Science,Economics,PhD,Postgraduate,PhD,,5 year,18750.0,GBP,4,doctor-of-philosophy-in-economics-4508510,university-of-essex
University of Essex,University of Essex,4508511,Doctor of Philosophy in Electronic Systems Engineering,Engineering & Technology,Electronic Systems Engineering,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-electronic-systems-engineering-4508511,university-of-essex
University of Essex,University of Essex,4508511,Doctor of Philosophy in Electronic Systems Engineering,Engineering & Technology,Electronic Systems Engineering,PhD,Postgraduate,PhD,,4 year,19650.0,GBP,4,doctor-of-philosophy-in-electronic-systems-engineering-4508511,university-of-essex
University of Essex,University of Essex,4508511,Doctor of Philosophy in Electronic Systems Engineering,Engineering & Technology,Electronic Systems Engineering,PhD,Postgraduate,PhD,,5 year,19650.0,GBP,4,doctor-of-philosophy-in-electronic-systems-engineering-4508511,university-of-essex
University of Essex,University of Essex,4508512,Doctor of Philosophy in English Language Teaching,Education,English Language Teaching,PhD,Postgraduate,PhD,,4 year,17900.0,GBP,4,doctor-of-philosophy-in-english-language-teaching-4508512,university-of-essex
University of Essex,University of Essex,4508512,Doctor of Philosophy in English Language Teaching,Education,English Language Teaching,PhD,Postgraduate,PhD,,5 year,17900.0,GBP,4,doctor-of-philosophy-in-english-language-teaching-4508512,university-of-essex
University of Essex,University of Essex,4508513,Doctor of Philosophy in English Language Teaching,Arts & Humanities,English Language Teaching,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-english-language-teaching-4508513,university-of-essex
University of Essex,University of Essex,4508513,Doctor of Philosophy in English Language Teaching,Arts & Humanities,English Language Teaching,PhD,Postgraduate,PhD,,4 year,19650.0,GBP,4,doctor-of-philosophy-in-english-language-teaching-4508513,university-of-essex
University of Essex,University of Essex,4508513,Doctor of Philosophy in English Language Teaching,Arts & Humanities,English Language Teaching,PhD,Postgraduate,PhD,,5 year,19650.0,GBP,4,doctor-of-philosophy-in-english-language-teaching-4508513,university-of-essex
University of Essex,University of Essex,4508514,Doctor of Philosophy in Entrepreneurship,Business & Management,Entrepreneurship,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-entrepreneurship-4508514,university-of-essex
University of Essex,University of Essex,4508514,Doctor of Philosophy in Entrepreneurship,Business & Management,Entrepreneurship,PhD,Postgraduate,PhD,,5 year,18750.0,GBP,4,doctor-of-philosophy-in-entrepreneurship-4508514,university-of-essex
University of Essex,University of Essex,4508514,Doctor of Philosophy in Entrepreneurship,Business & Management,Entrepreneurship,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-entrepreneurship-4508514,university-of-essex
University of Essex,University of Essex,4508515,Doctor of Philosophy in Environmental Biology,Life Sciences,Environmental Biology,PhD,Postgraduate,PhD,,3 year,21500.0,GBP,4,doctor-of-philosophy-in-environmental-biology-4508515,university-of-essex
University of Essex,University of Essex,4508515,Doctor of Philosophy in Environmental Biology,Life Sciences,Environmental Biology,PhD,Postgraduate,PhD,,4 year,21500.0,GBP,4,doctor-of-philosophy-in-environmental-biology-4508515,university-of-essex
University of Essex,University of Essex,4508516,Doctor of Philosophy in Environmental Sciences,Physical Science & Math,Environmental Sciences,PhD,Postgraduate,PhD,,4 year,21500.0,GBP,4,doctor-of-philosophy-in-environmental-sciences-4508516,university-of-essex
University of Essex,University of Essex,4508517,Doctor of Philosophy in Experimental Linguistics,Arts & Humanities,Experimental Linguistics,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-experimental-linguistics-4508517,university-of-essex
University of Essex,University of Essex,4508517,Doctor of Philosophy in Experimental Linguistics,Arts & Humanities,Experimental Linguistics,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-experimental-linguistics-4508517,university-of-essex
University of Essex,University of Essex,4508518,Doctor of Philosophy in Film Studies,Arts & Humanities,Film Studies,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-film-studies-4508518,university-of-essex
University of Essex,University of Essex,4508518,Doctor of Philosophy in Film Studies,Arts & Humanities,Film Studies,PhD,Postgraduate,PhD,,4 year,19650.0,GBP,4,doctor-of-philosophy-in-film-studies-4508518,university-of-essex
University of Essex,University of Essex,4508518,Doctor of Philosophy in Film Studies,Arts & Humanities,Film Studies,PhD,Postgraduate,PhD,,5 year,19650.0,GBP,4,doctor-of-philosophy-in-film-studies-4508518,university-of-essex
University of Essex,University of Essex,4508519,Doctor of Philosophy in Film Studies in Creative Practice,Arts & Humanities,Film Studies in Creative Practice,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-film-studies-in-creative-practice-4508519,university-of-essex
University of Essex,University of Essex,4508519,Doctor of Philosophy in Film Studies in Creative Practice,Arts & Humanities,Film Studies in Creative Practice,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-film-studies-in-creative-practice-4508519,university-of-essex
University of Essex,University of Essex,4508520,Doctor of Philosophy in Finance,Business & Management,Finance,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-finance-4508520,university-of-essex
University of Essex,University of Essex,4508520,Doctor of Philosophy in Finance,Business & Management,Finance,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-finance-4508520,university-of-essex
University of Essex,University of Essex,4508521,Doctor of Philosophy in Government,Social & Behavioural Science,Government,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-government-4508521,university-of-essex
University of Essex,University of Essex,4508521,Doctor of Philosophy in Government,Social & Behavioural Science,Government,PhD,Postgraduate,PhD,,4 year,19650.0,GBP,4,doctor-of-philosophy-in-government-4508521,university-of-essex
University of Essex,University of Essex,4508521,Doctor of Philosophy in Government,Social & Behavioural Science,Government,PhD,Postgraduate,PhD,,5 year,19650.0,GBP,4,doctor-of-philosophy-in-government-4508521,university-of-essex
University of Essex,University of Essex,4508522,Doctor of Philosophy in Health & Exercise Sciences,Health & Medicine,Health & Exercise Sciences,PhD,Postgraduate,PhD,,3 year,21500.0,GBP,4,doctor-of-philosophy-in-health-exercise-sciences-4508522,university-of-essex
University of Essex,University of Essex,4508522,Doctor of Philosophy in Health & Exercise Sciences,Health & Medicine,Health & Exercise Sciences,PhD,Postgraduate,PhD,,4 year,21500.0,GBP,4,doctor-of-philosophy-in-health-exercise-sciences-4508522,university-of-essex
University of Essex,University of Essex,4508523,Doctor of Philosophy in Health & Organisational Research,Health & Medicine,Health & Organisational Research,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-health-organisational-research-4508523,university-of-essex
University of Essex,University of Essex,4508523,Doctor of Philosophy in Health & Organisational Research,Health & Medicine,Health & Organisational Research,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-health-organisational-research-4508523,university-of-essex
University of Essex,University of Essex,4508524,Doctor of Philosophy in Health & Physical Activity,Health & Medicine,Health & Physical Activity,PhD,Postgraduate,PhD,,3 year,21500.0,GBP,4,doctor-of-philosophy-in-health-physical-activity-4508524,university-of-essex
University of Essex,University of Essex,4508524,Doctor of Philosophy in Health & Physical Activity,Health & Medicine,Health & Physical Activity,PhD,Postgraduate,PhD,,4 year,21500.0,GBP,4,doctor-of-philosophy-in-health-physical-activity-4508524,university-of-essex
University of Essex,University of Essex,4508525,Doctor of Philosophy in Health Studies,Health & Medicine,Health Studies,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-health-studies-4508525,university-of-essex
University of Essex,University of Essex,4508525,Doctor of Philosophy in Health Studies,Health & Medicine,Health Studies,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-health-studies-4508525,university-of-essex
University of Essex,University of Essex,4508526,Doctor of Philosophy in History,Arts & Humanities,History,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-history-4508526,university-of-essex
University of Essex,University of Essex,4508526,Doctor of Philosophy in History,Arts & Humanities,History,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-history-4508526,university-of-essex
University of Essex,University of Essex,4508527,Doctor of Philosophy in Human Resource Management & Organisation Studies,Business & Management,Human Resource Management & Organisation Studies,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-human-resource-management-organisation-studies-4508527,university-of-essex
University of Essex,University of Essex,4508527,Doctor of Philosophy in Human Resource Management & Organisation Studies,Business & Management,Human Resource Management & Organisation Studies,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-human-resource-management-organisation-studies-4508527,university-of-essex
University of Essex,University of Essex,4508527,Doctor of Philosophy in Human Resource Management & Organisation Studies,Business & Management,Human Resource Management & Organisation Studies,PhD,Postgraduate,PhD,,5 year,18750.0,GBP,4,doctor-of-philosophy-in-human-resource-management-organisation-studies-4508527,university-of-essex
University of Essex,University of Essex,4508528,Doctor of Philosophy in Human Rights,Arts & Humanities,Human Rights,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-human-rights-4508528,university-of-essex
University of Essex,University of Essex,4508528,Doctor of Philosophy in Human Rights,Arts & Humanities,Human Rights,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-human-rights-4508528,university-of-essex
University of Essex,University of Essex,4508529,Doctor of Philosophy in Human Rights & Research Methods,Arts & Humanities,Human Rights & Research Methods,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-human-rights-research-methods-4508529,university-of-essex
University of Essex,University of Essex,4508529,Doctor of Philosophy in Human Rights & Research Methods,Arts & Humanities,Human Rights & Research Methods,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-human-rights-research-methods-4508529,university-of-essex
University of Essex,University of Essex,4508530,Doctor of Philosophy in Journalism,Arts & Humanities,Journalism,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-journalism-4508530,university-of-essex
University of Essex,University of Essex,4508530,Doctor of Philosophy in Journalism,Arts & Humanities,Journalism,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-journalism-4508530,university-of-essex
University of Essex,University of Essex,4508531,Doctor of Philosophy in Languages & Cultures,Arts & Humanities,Languages & Cultures,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-languages-cultures-4508531,university-of-essex
University of Essex,University of Essex,4508531,Doctor of Philosophy in Languages & Cultures,Arts & Humanities,Languages & Cultures,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-languages-cultures-4508531,university-of-essex
University of Essex,University of Essex,4508532,Doctor of Philosophy in Law,Law,Law,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-law-4508532,university-of-essex
University of Essex,University of Essex,4508532,Doctor of Philosophy in Law,Law,Law,PhD,Postgraduate,PhD,,4 year,19650.0,GBP,4,doctor-of-philosophy-in-law-4508532,university-of-essex
University of Essex,University of Essex,4508532,Doctor of Philosophy in Law,Law,Law,PhD,Postgraduate,PhD,,5 year,19650.0,GBP,4,doctor-of-philosophy-in-law-4508532,university-of-essex
University of Essex,University of Essex,4508533,Doctor of Philosophy in Linguistics,Arts & Humanities,Linguistics,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-linguistics-4508533,university-of-essex
University of Essex,University of Essex,4508533,Doctor of Philosophy in Linguistics,Arts & Humanities,Linguistics,PhD,Postgraduate,PhD,,4 year,19650.0,GBP,4,doctor-of-philosophy-in-linguistics-4508533,university-of-essex
University of Essex,University of Essex,4508533,Doctor of Philosophy in Linguistics,Arts & Humanities,Linguistics,PhD,Postgraduate,PhD,,5 year,18750.0,GBP,4,doctor-of-philosophy-in-linguistics-4508533,university-of-essex
University of Essex,University of Essex,4508534,Doctor of Philosophy in Literature,Arts & Humanities,Literature,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-literature-4508534,university-of-essex
University of Essex,University of Essex,4508534,Doctor of Philosophy in Literature,Arts & Humanities,Literature,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-literature-4508534,university-of-essex
University of Essex,University of Essex,4508535,Doctor of Philosophy in Management,Business & Management,Management,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-management-4508535,university-of-essex
University of Essex,University of Essex,4508535,Doctor of Philosophy in Management,Business & Management,Management,PhD,Postgraduate,PhD,,4 year,19650.0,GBP,4,doctor-of-philosophy-in-management-4508535,university-of-essex
University of Essex,University of Essex,4508535,Doctor of Philosophy in Management,Business & Management,Management,PhD,Postgraduate,PhD,,5 year,19650.0,GBP,4,doctor-of-philosophy-in-management-4508535,university-of-essex
University of Essex,University of Essex,4508536,Doctor of Philosophy in Management Studies,Business & Management,Management Studies,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-management-studies-4508536,university-of-essex
University of Essex,University of Essex,4508536,Doctor of Philosophy in Management Studies,Business & Management,Management Studies,PhD,Postgraduate,PhD,,5 year,19650.0,GBP,4,doctor-of-philosophy-in-management-studies-4508536,university-of-essex
University of Essex,University of Essex,4508536,Doctor of Philosophy in Management Studies,Business & Management,Management Studies,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-management-studies-4508536,university-of-essex
University of Essex,University of Essex,4508537,Doctor of Philosophy in Marine Biology,Life Sciences,Marine Biology,PhD,Postgraduate,PhD,,3 year,21500.0,GBP,4,doctor-of-philosophy-in-marine-biology-4508537,university-of-essex
University of Essex,University of Essex,4508537,Doctor of Philosophy in Marine Biology,Life Sciences,Marine Biology,PhD,Postgraduate,PhD,,4 year,21500.0,GBP,4,doctor-of-philosophy-in-marine-biology-4508537,university-of-essex
University of Essex,University of Essex,4508538,Doctor of Philosophy in Mathematical Biology,Life Sciences,Mathematical Biology,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-mathematical-biology-4508538,university-of-essex
University of Essex,University of Essex,4508538,Doctor of Philosophy in Mathematical Biology,Life Sciences,Mathematical Biology,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-mathematical-biology-4508538,university-of-essex
University of Essex,University of Essex,4508539,Doctor of Philosophy in Mathematics,Physical Science & Math,Mathematics,PhD,Postgraduate,PhD,,4 year,19650.0,GBP,4,doctor-of-philosophy-in-mathematics-4508539,university-of-essex
University of Essex,University of Essex,4508539,Doctor of Philosophy in Mathematics,Physical Science & Math,Mathematics,PhD,Postgraduate,PhD,,5 year,19650.0,GBP,4,doctor-of-philosophy-in-mathematics-4508539,university-of-essex
University of Essex,University of Essex,4508540,Doctor of Philosophy in Microbiology,Life Sciences,Microbiology,PhD,Postgraduate,PhD,,3 year,21500.0,GBP,4,doctor-of-philosophy-in-microbiology-4508540,university-of-essex
University of Essex,University of Essex,4508540,Doctor of Philosophy in Microbiology,Life Sciences,Microbiology,PhD,Postgraduate,PhD,,4 year,21500.0,GBP,4,doctor-of-philosophy-in-microbiology-4508540,university-of-essex
University of Essex,University of Essex,4508541,Doctor of Philosophy in Molecular Medicine,Health & Medicine,Molecular Medicine,PhD,Postgraduate,PhD,,3 year,21500.0,GBP,4,doctor-of-philosophy-in-molecular-medicine-4508541,university-of-essex
University of Essex,University of Essex,4508541,Doctor of Philosophy in Molecular Medicine,Health & Medicine,Molecular Medicine,PhD,Postgraduate,PhD,,4 year,21500.0,GBP,4,doctor-of-philosophy-in-molecular-medicine-4508541,university-of-essex
University of Essex,University of Essex,4508542,Doctor of Philosophy in Musculoskeletal Practice,Health & Medicine,Musculoskeletal Practice,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-musculoskeletal-practice-4508542,university-of-essex
University of Essex,University of Essex,4508542,Doctor of Philosophy in Musculoskeletal Practice,Health & Medicine,Musculoskeletal Practice,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-musculoskeletal-practice-4508542,university-of-essex
University of Essex,University of Essex,4508543,Doctor of Philosophy in Nursing Studies,Health & Medicine,Nursing Studies,PhD,Postgraduate,PhD,,4 year,19650.0,GBP,4,doctor-of-philosophy-in-nursing-studies-4508543,university-of-essex
University of Essex,University of Essex,4508543,Doctor of Philosophy in Nursing Studies,Health & Medicine,Nursing Studies,PhD,Postgraduate,PhD,,5 year,19650.0,GBP,4,doctor-of-philosophy-in-nursing-studies-4508543,university-of-essex
University of Essex,University of Essex,4508544,Doctor of Philosophy in Occupational Therapy,Health & Medicine,Occupational Therapy,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-occupational-therapy-4508544,university-of-essex
University of Essex,University of Essex,4508544,Doctor of Philosophy in Occupational Therapy,Health & Medicine,Occupational Therapy,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-occupational-therapy-4508544,university-of-essex
University of Essex,University of Essex,4508545,Doctor of Philosophy in Operational Research,Arts & Humanities,Operational Research,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-operational-research-4508545,university-of-essex
University of Essex,University of Essex,4508545,Doctor of Philosophy in Operational Research,Arts & Humanities,Operational Research,PhD,Postgraduate,PhD,,4 year,19650.0,GBP,4,doctor-of-philosophy-in-operational-research-4508545,university-of-essex
University of Essex,University of Essex,4508545,Doctor of Philosophy in Operational Research,Arts & Humanities,Operational Research,PhD,Postgraduate,PhD,,5 year,19650.0,GBP,4,doctor-of-philosophy-in-operational-research-4508545,university-of-essex
University of Essex,University of Essex,4508546,Doctor of Philosophy in Philosophy,Arts & Humanities,Philosophy,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-philosophy-4508546,university-of-essex
University of Essex,University of Essex,4508546,Doctor of Philosophy in Philosophy,Arts & Humanities,Philosophy,PhD,Postgraduate,PhD,,4 year,19650.0,GBP,4,doctor-of-philosophy-in-philosophy-4508546,university-of-essex
University of Essex,University of Essex,4508546,Doctor of Philosophy in Philosophy,Arts & Humanities,Philosophy,PhD,Postgraduate,PhD,,5 year,19650.0,GBP,4,doctor-of-philosophy-in-philosophy-4508546,university-of-essex
University of Essex,University of Essex,4508547,Doctor of Philosophy in Physiotherapy,Health & Medicine,Physiotherapy,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-physiotherapy-4508547,university-of-essex
University of Essex,University of Essex,4508547,Doctor of Philosophy in Physiotherapy,Health & Medicine,Physiotherapy,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-physiotherapy-4508547,university-of-essex
University of Essex,University of Essex,4508548,Doctor of Philosophy in Plant Biology,Life Sciences,Plant Biology,PhD,Postgraduate,PhD,,3 year,21500.0,GBP,4,doctor-of-philosophy-in-plant-biology-4508548,university-of-essex
University of Essex,University of Essex,4508548,Doctor of Philosophy in Plant Biology,Life Sciences,Plant Biology,PhD,Postgraduate,PhD,,4 year,21500.0,GBP,4,doctor-of-philosophy-in-plant-biology-4508548,university-of-essex
University of Essex,University of Essex,4508549,Doctor of Philosophy in Psycholinguistics,Social & Behavioural Science,Psycholinguistics,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-psycholinguistics-4508549,university-of-essex
University of Essex,University of Essex,4508549,Doctor of Philosophy in Psycholinguistics,Social & Behavioural Science,Psycholinguistics,PhD,Postgraduate,PhD,,4 year,19650.0,GBP,4,doctor-of-philosophy-in-psycholinguistics-4508549,university-of-essex
University of Essex,University of Essex,4508549,Doctor of Philosophy in Psycholinguistics,Social & Behavioural Science,Psycholinguistics,PhD,Postgraduate,PhD,,5 year,19650.0,GBP,4,doctor-of-philosophy-in-psycholinguistics-4508549,university-of-essex
University of Essex,University of Essex,4508550,Doctor of Philosophy in Psychology,Social & Behavioural Science,Psychology,PhD,Postgraduate,PhD,,4 year,21500.0,GBP,4,doctor-of-philosophy-in-psychology-4508550,university-of-essex
University of Essex,University of Essex,4508551,Doctor of Philosophy in Psychology in Cognitive Neuroscience & Neuropsychology,Social & Behavioural Science,Psychology in Cognitive Neuroscience & Neuropsychology,PhD,Postgraduate,PhD,,4 year,22550.0,GBP,4,doctor-of-philosophy-in-psychology-in-cognitive-neuroscience-neuropsychology-4508551,university-of-essex
University of Essex,University of Essex,4508551,Doctor of Philosophy in Psychology in Cognitive Neuroscience & Neuropsychology,Social & Behavioural Science,Psychology in Cognitive Neuroscience & Neuropsychology,PhD,Postgraduate,PhD,,5 year,22550.0,GBP,4,doctor-of-philosophy-in-psychology-in-cognitive-neuroscience-neuropsychology-4508551,university-of-essex
University of Essex,University of Essex,4508552,Doctor of Philosophy in Psychosocial Studies,Social & Behavioural Science,Psychosocial Studies,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-psychosocial-studies-4508552,university-of-essex
University of Essex,University of Essex,4508552,Doctor of Philosophy in Psychosocial Studies,Social & Behavioural Science,Psychosocial Studies,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-psychosocial-studies-4508552,university-of-essex
University of Essex,University of Essex,4508553,Doctor of Philosophy in Public Health,Health & Medicine,Public Health,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-public-health-4508553,university-of-essex
University of Essex,University of Essex,4508553,Doctor of Philosophy in Public Health,Health & Medicine,Public Health,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-public-health-4508553,university-of-essex
University of Essex,University of Essex,4508554,Doctor of Philosophy in Pure Mathematics,Physical Science & Math,Pure Mathematics,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-pure-mathematics-4508554,university-of-essex
University of Essex,University of Essex,4508554,Doctor of Philosophy in Pure Mathematics,Physical Science & Math,Pure Mathematics,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-pure-mathematics-4508554,university-of-essex
University of Essex,University of Essex,4508555,Doctor of Philosophy in Refugee Care,Health & Medicine,Refugee Care,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-refugee-care-4508555,university-of-essex
University of Essex,University of Essex,4508556,Doctor of Philosophy in Social Policy,Social & Behavioural Science,Social Policy,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-social-policy-4508556,university-of-essex
University of Essex,University of Essex,4508556,Doctor of Philosophy in Social Policy,Social & Behavioural Science,Social Policy,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-social-policy-4508556,university-of-essex
University of Essex,University of Essex,4508557,Doctor of Philosophy in Social Work,Social & Behavioural Science,Social Work,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-social-work-4508557,university-of-essex
University of Essex,University of Essex,4508557,Doctor of Philosophy in Social Work,Social & Behavioural Science,Social Work,PhD,Postgraduate,PhD,,4 year,18750.0,GBP,4,doctor-of-philosophy-in-social-work-4508557,university-of-essex
University of Essex,University of Essex,4508558,Doctor of Philosophy in Sociolinguistics,Social & Behavioural Science,Sociolinguistics,PhD,Postgraduate,PhD,,3 year,18750.0,GBP,4,doctor-of-philosophy-in-sociolinguistics-4508558,university-of-essex
